"","doi","year","article_name","article_type","corresponding_author","authors","author_affiliations","author","author_affiliation1","author_affiliation2","author_affiliation3","author_affiliation4"
"394","10.1207/s15516709cog1502_1","1991","Why No Mere Mortal Has Ever Flown Out to Center Field","Original Article","FALSE","John J. Kim1,*, 
Steven Pinker1, 
Alan Prince2 and
Sandeep Prasada3","Massachusetts Institute of Technology
Brandeis University
Massachusetts Institute of Technology","Sandeep Prasada","Massachusetts Institute of Technology",NA,NA,NA
"395","10.1207/s15516709cog1502_2","1991","Task Decomposition Through Competition in a Modular Connectionist Architecture: The What and Where Vision Tasks","Original Article","TRUE","Robert A. Jacobs1,*, 
Michael I. Jordan1 and
Andrew G. Barto2","Massachusetts Institute of Technology
University of Massachusetts, Amherst","Robert A. Jacobs","Massachusetts Institute of Technology",NA,NA,NA
"396","10.1207/s15516709cog1502_2","1991","Task Decomposition Through Competition in a Modular Connectionist Architecture: The What and Where Vision Tasks","Original Article","FALSE","Robert A. Jacobs1,*, 
Michael I. Jordan1 and
Andrew G. Barto2","Massachusetts Institute of Technology
University of Massachusetts, Amherst","Michael I. Jordan","Massachusetts Institute of Technology",NA,NA,NA
"397","10.1207/s15516709cog1502_2","1991","Task Decomposition Through Competition in a Modular Connectionist Architecture: The What and Where Vision Tasks","Original Article","FALSE","Robert A. Jacobs1,*, 
Michael I. Jordan1 and
Andrew G. Barto2","Massachusetts Institute of Technology
University of Massachusetts, Amherst","Andrew G. Barto","University of Massachusetts, Amherst",NA,NA,NA
"398","10.1207/s15516709cog1502_3","1991","Default Probability","Original Article","FALSE","Daniel N. Osherson1, 
Joshua Stern2, 
Ormond Wilkie2, 
Michael Stob3 and
Edward E. Smith4,*","I.D.I.A.P.
Massachusetts Institute of Technology
Calvin College
University of Michigan","Daniel N. Osherson","I.D.I.A.P.",NA,NA,NA
"399","10.1207/s15516709cog1502_3","1991","Default Probability","Original Article","FALSE","Daniel N. Osherson1, 
Joshua Stern2, 
Ormond Wilkie2, 
Michael Stob3 and
Edward E. Smith4,*","I.D.I.A.P.
Massachusetts Institute of Technology
Calvin College
University of Michigan","Joshua Stern","Massachusetts Institute of Technology",NA,NA,NA
"400","10.1207/s15516709cog1502_3","1991","Default Probability","Original Article","FALSE","Daniel N. Osherson1, 
Joshua Stern2, 
Ormond Wilkie2, 
Michael Stob3 and
Edward E. Smith4,*","I.D.I.A.P.
Massachusetts Institute of Technology
Calvin College
University of Michigan","Ormond Wilkie","Massachusetts Institute of Technology",NA,NA,NA
"401","10.1207/s15516709cog1502_3","1991","Default Probability","Original Article","FALSE","Daniel N. Osherson1, 
Joshua Stern2, 
Ormond Wilkie2, 
Michael Stob3 and
Edward E. Smith4,*","I.D.I.A.P.
Massachusetts Institute of Technology
Calvin College
University of Michigan","Michael Stob","Calvin College",NA,NA,NA
"402","10.1207/s15516709cog1502_3","1991","Default Probability","Original Article","TRUE","Daniel N. Osherson1, 
Joshua Stern2, 
Ormond Wilkie2, 
Michael Stob3 and
Edward E. Smith4,*","I.D.I.A.P.
Massachusetts Institute of Technology
Calvin College
University of Michigan","Edward E. Smith","University of Michigan",NA,NA,NA
"403","10.1207/s15516709cog1502_4","1991","Complex Concepts","Original Article","TRUE","Janet Dixon Keller* and
F.K. Lehman","University of Illinois at Urbana-Champaign","Janet Dixon Keller","University of Illinois at Urbana-Champaign",NA,NA,NA
"404","10.1207/s15516709cog1502_4","1991","Complex Concepts","Original Article","FALSE","Janet Dixon Keller* and
F.K. Lehman","University of Illinois at Urbana-Champaign","F.K. Lehman","University of Illinois at Urbana-Champaign",NA,NA,NA
"405","10.1207/s15516709cog1502_5","1991","Nonmonotonic Reasoning and Causation: Comment","Comment","TRUE","Herbert A. Simon*","Carnegie-Mellon University","Herbert A. Simon","Carnegie-Mellon University",NA,NA,NA
"406","10.1207/s15516709cog1502_6","1991","Remarks on Simon's Comments","Reply","TRUE","Yoav Shoham*","Stanford University","Yoav Shoham","Stanford University",NA,NA,NA
"407","10.1207/s15516709cog1503_1","1991","Routine Computing Tasks: Planning as Understanding","Original Article","TRUE","Suzanne M. Mannes* and
Walter Kintsch","             University of Colorado","Suzanne M. Mannes","             University of Colorado",NA,NA,NA
"408","10.1207/s15516709cog1503_1","1991","Routine Computing Tasks: Planning as Understanding","Original Article","FALSE","Suzanne M. Mannes* and
Walter Kintsch","             University of Colorado","Walter Kintsch","             University of Colorado",NA,NA,NA
"409","10.1207/s15516709cog1503_2","1991","Natural Language Processing With Modular Pdp Networks and Distributed Lexicon","Original Article","TRUE","Risto Miikkulainen* and
Michael G. Dyer","             University of California, Los Angeles","Risto Miikkulainen","             University of California, Los Angeles",NA,NA,NA
"410","10.1207/s15516709cog1503_2","1991","Natural Language Processing With Modular Pdp Networks and Distributed Lexicon","Original Article","FALSE","Risto Miikkulainen* and
Michael G. Dyer","             University of California, Los Angeles","Michael G. Dyer","             University of California, Los Angeles",NA,NA,NA
"411","10.1207/s15516709cog1503_3","1991","A Computational Theory of Learning Causal Relationships","Original Article","TRUE","Michael Pazzani*","             University of California, Irvine","Michael Pazzani","             University of California, Irvine",NA,NA,NA
"412","10.1207/s15516709cog1503_4","1991","The Role of Explanations and Plan Recognition in the Learning of Theatrical Scripts","Original Article","TRUE","Helga Noice*","             Augustana College","Helga Noice","             Augustana College",NA,NA,NA
"413","10.1207/s15516709cog1504_1","1991","A Modular Neural Network Model of Concept Acquisition","Original Article","TRUE","Philippe G. Schyns*","             Brown University","Philippe G. Schyns","             Brown University",NA,NA,NA
"414","10.1207/s15516709cog1504_2","1991","Goal-Based Explanation Evaluation","Original Article","TRUE","David B. Leake*","             Indiana University","David B. Leake","             Indiana University",NA,NA,NA
"415","10.1207/s15516709cog1504_3","1991","The Role of Notation and Knowledge Representation in the Determination of Programming Strategy: A Framework for Integrating Models of Programming Behavior","Original Article","TRUE","Simon P. Davies*","             Huddersfield Polytechnic, United Kingdom","Simon P. Davies","             Huddersfield Polytechnic, United Kingdom",NA,NA,NA
"416","10.1207/s15516709cog1601_1","1992","The Case for Rules in Reasoning","Original Article","TRUE","Edward E. Smith*, 
Christopher Langston and
Richard E. Nisbett","             University of Michigan","Edward E. Smith","             University of Michigan",NA,NA,NA
"417","10.1207/s15516709cog1601_1","1992","The Case for Rules in Reasoning","Original Article","FALSE","Edward E. Smith*, 
Christopher Langston and
Richard E. Nisbett","             University of Michigan","Christopher Langston","             University of Michigan",NA,NA,NA
"418","10.1207/s15516709cog1601_1","1992","The Case for Rules in Reasoning","Original Article","FALSE","Edward E. Smith*, 
Christopher Langston and
Richard E. Nisbett","             University of Michigan","Richard E. Nisbett","             University of Michigan",NA,NA,NA
"419","10.1207/s15516709cog1601_2","1992","Connectionist and Memory-Array Models of Artificial Grammar Learning","Original Article","TRUE","Zoltan Dienes*","             University of Oxford","Zoltan Dienes","             University of Oxford",NA,NA,NA
"420","10.1207/s15516709cog1601_3","1992","A Two-Stage Model of Category Construction","Original Article","TRUE","Woo-Kyoung Ahn* and
Douglas L. Medin","             University of Michigan","Woo-Kyoung Ahn","             University of Michigan",NA,NA,NA
"421","10.1207/s15516709cog1601_3","1992","A Two-Stage Model of Category Construction","Original Article","FALSE","Woo-Kyoung Ahn* and
Douglas L. Medin","             University of Michigan","Douglas L. Medin","             University of Michigan",NA,NA,NA
"422","10.1207/s15516709cog1601_4","1992","Adversarial Problem Solving: Modeling an Opponent Using Explanatory Coherence","Original Article","TRUE","Paul Thagard*","             Princeton University","Paul Thagard","             Princeton University",NA,NA,NA
"423","10.1207/s15516709cog1601_5","1992","Why No Mere Mortal Has Ever Flown Out to Center Field","Erratum","John J. Kim1, 
Steven Pinker1, 
Alan Prince2 and
Sandeep Prasada3","             Massachusetts Institute of Technology
             Brandeis University
             Massachusetts Institute of Technology","John J. Kim","             Massachusetts Institute of Technology",NA,NA,NA,NA
"424","10.1207/s15516709cog1601_5","1992","Why No Mere Mortal Has Ever Flown Out to Center Field","Erratum","John J. Kim1, 
Steven Pinker1, 
Alan Prince2 and
Sandeep Prasada3","             Massachusetts Institute of Technology
             Brandeis University
             Massachusetts Institute of Technology","Steven Pinker","             Massachusetts Institute of Technology",NA,NA,NA,NA
"425","10.1207/s15516709cog1601_5","1992","Why No Mere Mortal Has Ever Flown Out to Center Field","Erratum","John J. Kim1, 
Steven Pinker1, 
Alan Prince2 and
Sandeep Prasada3","             Massachusetts Institute of Technology
             Brandeis University
             Massachusetts Institute of Technology","Alan Prince","             Brandeis University",NA,NA,NA,NA
"426","10.1207/s15516709cog1601_5","1992","Why No Mere Mortal Has Ever Flown Out to Center Field","Erratum","John J. Kim1, 
Steven Pinker1, 
Alan Prince2 and
Sandeep Prasada3","             Massachusetts Institute of Technology
             Brandeis University
             Massachusetts Institute of Technology","Sandeep Prasada","             Massachusetts Institute of Technology",NA,NA,NA,NA
"427","10.1207/s15516709cog1602_1","1992","On the Role of Biomedical Knowledge in Clinical Reasoning by Experts, Intermediates and Novices","Original Article","TRUE","Henny P.A. Boshuizen* and
Henk G. Schmidt","             University of Limburg, The Netherlands","Henny P.A. Boshuizen","             University of Limburg, The Netherlands",NA,NA,NA
"428","10.1207/s15516709cog1602_1","1992","On the Role of Biomedical Knowledge in Clinical Reasoning by Experts, Intermediates and Novices","Original Article","FALSE","Henny P.A. Boshuizen* and
Henk G. Schmidt","             University of Limburg, The Netherlands","Henk G. Schmidt","             University of Limburg, The Netherlands",NA,NA,NA
"429","10.1207/s15516709cog1602_2","1992","Propositional Versus Structural Semantic Analyses of Medical Diagnostic Thinking","Original Article","FALSE","Madeleine Lemieux and
Georges Bordage*","             Université Laval, Québec","Madeleine Lemieux","             Université Laval, Québec",NA,NA,NA
"430","10.1207/s15516709cog1602_2","1992","Propositional Versus Structural Semantic Analyses of Medical Diagnostic Thinking","Original Article","TRUE","Madeleine Lemieux and
Georges Bordage*","             Université Laval, Québec","Georges Bordage","             Université Laval, Québec",NA,NA,NA
"431","10.1207/s15516709cog1602_3","1992","Reasoning About a Semantic Memory Encoding of the Connectivity of Events","Original Article","TRUE","Richard Alterman* and
Lawrence A. Bookman","             Brandeis University","Richard Alterman","             Brandeis University",NA,NA,NA
"432","10.1207/s15516709cog1602_3","1992","Reasoning About a Semantic Memory Encoding of the Connectivity of Events","Original Article","FALSE","Richard Alterman* and
Lawrence A. Bookman","             Brandeis University","Lawrence A. Bookman","             Brandeis University",NA,NA,NA
"433","10.1207/s15516709cog1602_4","1992","Computer Understanding of Conventional Metaphoric Language","Original Article","TRUE","James H. Martin*","             University of Colorado","James H. Martin","             University of Colorado",NA,NA,NA
"434","10.1207/s15516709cog1602_5","1992","The Story Gestalt: A Model Of Knowledge-Intensive Processes in Text Comprehension","Original Article","TRUE","St. Mark F. John*","             University of California, San Diego","St. Mark F. John","             University of California, San Diego",NA,NA,NA
"435","10.1207/s15516709cog1603_1","1992","Forward Models: Supervised Learning with a Distal Teacher","Original Article","TRUE","Michael I. Jordan1,* and
David E. Rumelhart2","             Massachusetts Institute of Technology
             Stanford University","Michael I. Jordan","             Massachusetts Institute of Technology",NA,NA,NA
